building_id,region,municipality,street,house_number,postal_code,latitude_wgs84,longitude_wgs84,building_use
100594080A,15,272,Käpyniementie,42,68320,63.910841,23.29088,2
100594081B,15,272,Käpyniementie,42,68320,63.910911,23.290462,1
100594082C,15,272,Käpyniementie,42,68320,63.911042,23.289976,2
100594086H,15,272,Iso-Latokari,60,67410,63.916556,23.239383,1
100594087J,15,272,Iso-Latokari,60,67410,63.916424,23.239482,1
100594088K,15,272,Iso-Latokari,48,67410,63.916713,23.240587,1
100594089L,15,272,Iso-Latokari,48,67410,63.916439,23.24144,2
100594091N,15,272,Kumpelikari,54,67410,63.918103,23.226989,2
100594092P,15,272,Nakelikari,36,67410,63.916896,23.231357,1
100594093R,15,272,Nakelikari,36,67410,63.917022,23.231054,1
100594095T,15,272,Lemurintie,93,68320,63.911168,23.241922,2
100594096U,15,272,Lemurintie,103,68320,63.91165,23.239061,1
100594097V,15,272,Lemurintie,103,68320,63.911737,23.239274,1
100594098W,15,272,Lemurintie,103,68320,63.911826,23.239262,2
100594099X,15,272,Lemurintie,103,68320,63.911738,23.239682,2
100594100Y,15,272,,,0,63.921782,23.23023,1
1005941010,15,272,Iso Lemuri,,68320,63.921562,23.230444,1
1005941021,15,272,Nakelikari,15,67410,63.917862,23.229818,1
1005941032,15,272,Nakelikari,15,67410,63.917567,23.229531,2
1005941043,15,272,Iso-Latokari,1,67410,63.91761,23.237384,1
1005941054,15,272,Iso-Latokari,1,67410,63.917759,23.237936,2
1005941065,15,272,Iso-Latokari,1,67410,63.917837,23.236782,2
1005941076,15,272,Iso-Latokari,1,67410,63.917886,23.236939,1
1005941087,15,272,Iso-Latokari,1,67410,63.917742,23.238326,2
1005941098,15,272,Puotiniemen Kuusikari,56,67410,63.914464,23.234622,1
1005941109,15,272,Puotiniemen Kuusikari,56,67410,63.914394,23.23502,2
100594111A,15,272,Lemurintie,85,68320,63.910859,23.242147,1
100594112B,15,272,Lemurintie,85,68320,63.91108,23.242342,1
100603486R,15,272,Lemurintie,85,68320,63.910856,23.242045,1
100603487S,15,272,Lemurintie,85,68320,63.910635,23.242156,2
100603488T,15,272,,,0,63.910907,23.242263,2
100603489U,15,272,Iso-Lemuri,88,67410,63.920867,23.232048,1
100603490V,15,272,Iso-Lemurin saari,,68320,63.920761,23.232103,1
100603491W,15,272,Puotiniemen Kuusikari,1,67410,63.915996,23.234784,1
100603492X,15,272,Iso-Latokari,54,67410,63.916141,23.239663,2
100603493Y,15,272,Iso-Latokari,54,67410,63.916128,23.240196,1
1006034940,15,272,Iso-Latokari,54,67410,63.916197,23.240431,2
1006034951,15,272,Iso-Latokari,126,67410,63.916832,23.235488,1
1006034962,15,272,Iso-Latokari,116,67410,63.916381,23.235406,1
1006034973,15,272,Iso-Latokari,116,67410,63.916558,23.235321,2
1006034984,15,272,Pikku-Latokarin saari,,68320,63.915668,23.236318,2
1006034995,15,272,,,68320,63.916091,23.235649,2
1006035006,15,272,,,68320,63.915893,23.236002,1
1006035017,15,272,Nakelikari,65,67410,63.917988,23.229128,1
1006035028,15,272,Isolemuri,,68320,63.921479,23.232088,1
1006035039,15,272,Isolemuri,,68320,63.921395,23.232283,2
100603504A,15,272,Isolemuri,,68320,63.921481,23.232496,2
100603505B,15,272,Lemurintie,101,68320,63.911291,23.239762,1
100603506C,15,272,Lemurintie,101,68320,63.911518,23.240201,2
100603507D,15,272,Lemurintie,101,68320,63.911249,23.240197,2
100603508E,15,272,Puotiniemen Kuusikari,62,67410,63.914128,23.233769,1
100603509F,15,272,Puotiniemen Kuusikari,62,67410,63.91419,23.234108,2
100603510H,15,272,Puotiniemen Kuusikari,62,67410,63.914008,23.23399,2
100603511J,15,272,Antinperäntie,17,68320,63.911447,23.233987,2
100603512K,15,272,Antinperäntie,17,68320,63.911146,23.233823,2
100603513L,15,272,Antinperäntie,17,68320,63.911249,23.23434,1
100603515N,15,272,Puotiniemen Kuusikari,76,67410,63.914754,23.23195,2
100603516P,15,272,Puotiniemen Kuusikari,76,67410,63.914614,23.232092,2
100603517R,15,272,Lemuri,46,67410,63.919945,23.237336,1
100603518S,15,272,,,68320,63.919716,23.23753,2
100603519T,15,272,Lemuri,46,68320,63.919984,23.237127,2
100603520U,15,272,Lemuri,46,67410,63.919817,23.237619,1
100603521V,15,272,Lemuri,46,67410,63.919718,23.237612,2
100603522W,15,272,Puotiniemi,10,67410,63.905902,23.250564,1
100603523X,15,272,Lemurintie,83,68320,63.910591,23.24257,1
100603524Y,15,272,Lemurintie,83,68320,63.912124,23.589174,2
1006035250,15,272,Lemurintie,83,68320,63.910503,23.24297,1
1006035261,15,272,,,0,63.916669,23.238531,1
1006035272,15,272,Iso-Lemuri,38,67410,63.921619,23.23505,1
1006035283,15,272,Lemuri Saari,,68320,63.920459,23.233634,2
1006035294,15,272,Iso-Lemuri saari,,68320,63.920498,23.23373,2
1006035305,15,272,Iso-Lemuri,,68320,63.920504,23.233628,1
1006035316,15,272,Lemurintie,116,68320,63.911712,23.23591,1
1006035327,15,272,Nakelikari,46,67410,63.916901,23.230172,1
1006035338,15,272,Nakelikari,46,67410,63.917046,23.229908,1
1006035349,15,272,Puotiniemen Kuusikari,66,67410,63.914284,23.233218,1
100603535A,15,272,Puotiniemen Kuusikari,66,67410,63.914171,23.233376,2
100603536B,15,272,Antinperäntie,24,68320,63.910669,23.232785,1
100603537C,15,272,Puotiniementie,24,67410,63.90681,23.249565,1
100603538D,15,272,Puotiniementie,8,67410,63.904906,23.249595,2
100603539E,15,272,Lemurintie,95,68320,63.911303,23.240557,1
100603540F,15,272,Lemurintie,95,68320,63.911385,23.240933,1
100603542J,15,272,Puotiniementie,11,67410,63.905154,23.250154,1
100603543K,15,272,Puotiniementie,11,67410,63.905302,23.250297,1
100603544L,15,272,Friisintie,515,67410,63.903765,23.249258,1
100603545M,15,272,Puotiniementie,2,67410,63.904031,23.248794,1
100603546N,15,272,Puotiniementie,2,67410,63.904022,23.248775,2
100603547P,15,272,Puotiniementie,22,67410,63.906615,23.248959,1
100603548R,15,272,Puotiniementie,22,67410,63.906687,23.248623,2
100603549S,15,272,Puotiniementie,22,67410,63.906597,23.248635,2
100603550T,15,272,Pikku-Lemuri,66,68320,63.920973,23.237137,1
100603551U,15,272,Pikku-Lemuri,66,68320,63.920696,23.237195,2
100603552V,15,272,Pikku-Lemuri,66,68320,63.920971,23.237423,2
100603554X,15,272,Friisintie,521,67410,63.904557,23.250009,1
100603554X,15,272,Puotiniementie,5,67410,63.904557,23.250009,1
100603555Y,15,272,Friisintie,521,67410,63.904369,23.250034,2
100603555Y,15,272,Puotiniementie,5,67410,63.904369,23.250034,2
1006035560,15,272,Puotiniementie,7,67410,63.904713,23.250457,1
1006035571,15,272,Puotiniementie,6,67410,63.904594,23.249331,2
1006035582,15,272,Katajaluodontie,5,68320,63.904807,23.251689,1
1006035593,15,272,Puotiniementie,4,67410,63.904423,23.248986,1
1006035604,15,272,Lemurintie,124,68320,63.912144,23.235913,2
1006035615,15,272,Lemurintie,126,68320,63.912494,23.23556,2
1006035626,15,272,Lankoorintie,,68320,63.927973,23.368693,2
1006035637,15,272,Laiskavedenkaara,,0,63.78019,23.875214,1
1006035648,15,272,Laiskavedenkaara,,0,63.780208,23.875192,1
100603566A,15,272,Poroluoto,536,68320,63.939507,23.195038,2
100603567B,15,272,Poroluoto,536,68320,63.939312,23.195493,2
100603568C,15,272,Poroluoto,496,68320,63.936832,23.200263,1
100603569D,15,272,Poroluoto,510,68320,63.937178,23.199439,1
100603570E,15,272,Poroluoto,510,68320,63.938603,23.196529,2
100603572H,15,272,Poroluoto,526,68320,63.938964,23.19693,2
100603573J,15,272,Poroluoto,526,68320,63.939143,23.196926,1
100603574K,15,272,Katajaluodontie,79,68320,63.911957,23.256081,1
100603575L,15,272,Katajaluodontie,79,68320,63.911784,23.255981,1
100603576M,15,272,Katajaluoto,79,68320,63.911783,23.256288,2
100603577N,15,272,Herraholmantie,15,68320,63.912819,23.256762,1
100603578P,15,272,Katajaluodontie,75,68320,63.911067,23.256404,1
100603579R,15,272,Katajaluodontie,77,68320,63.911291,23.256394,1
100603580S,15,272,Katajaluodontie,77,68320,63.911429,23.256498,2
100603581T,15,272,Puotiniemenperä,16,67410,63.909461,23.249925,1
100603582U,15,272,Puotiniemenperä,16,67410,63.909502,23.249409,2
100603583V,15,272,Puotiniemenperä,16,67410,63.909547,23.249424,2
100603584W,15,272,Puotiniemenperä,15,68320,63.910544,23.251127,1
100603585X,15,272,Puotiniemenperä,15,68320,63.910279,23.250264,2
100603586Y,15,272,Puotiniemenperä,15,68320,63.910036,23.250583,1
1006035870,15,272,Herraholmantie,13,68320,63.912277,23.255956,2
1006035881,15,272,Puotiniementie,41,68320,63.909137,23.248499,2
1006035892,15,272,Puotiniemenperä,10,67410,63.909276,23.251439,1
1006035903,15,272,Puotiniemenperä,10,67410,63.909442,23.251601,2
1006035914,15,272,Pukkikarinkuja,26,68320,63.914143,23.243686,1
1006035925,15,272,Pukkikarinkuja,26,68320,63.914181,23.243069,2
1006035936,15,272,Pukkikarinkuja,26,68320,63.914225,23.24339,2
1006035947,15,272,Katajaluodontie,129,68320,63.913938,23.247224,2
1006035958,15,272,Versokuja,8,68320,63.914334,23.246885,2
1006035969,15,272,Versokuja,8,68320,63.914609,23.247094,1
100603597A,15,272,Versokuja,8,68320,63.914364,23.247698,2
100603598B,15,272,Katajanmarjankuja,13,68320,63.914585,23.253118,1
100603599C,15,272,Pukkikarinkuja,22,68320,63.913312,23.2449,1
100603600D,15,272,Pukkikarinkuja,22,68320,63.913023,23.244836,2
100603601E,15,272,Pukkikarinkuja,22,68320,63.913209,23.245444,2
100603602F,15,272,Pukkikarinkuja,22,68320,63.913202,23.244833,2
100603603H,15,272,Holmanvarvinkuja,,68320,63.913428,23.253884,1
100603604J,15,272,Katajanmarjankuja,9,67410,63.913877,23.253886,2
100603605K,15,272,Katajanmarjankuja,,68320,63.914145,23.253462,2
100603606L,15,272,Luodonkärki,18,67410,63.915471,23.250183,2
100603607M,15,272,Luodonkärki,18,67410,63.91548,23.249141,1
100603608N,15,272,Luodonkärki,18,67410,63.915739,23.248738,2
100603609P,15,272,Herraholmantie,14,68320,63.913168,23.255633,1
100603610R,15,272,Herraholmantie,14,68320,63.913531,23.255422,2
100603611S,15,272,Katajanmarjankuja,15,68320,63.91495,23.25264,1
100603612T,15,272,Pukkikarinkuja,18,68320,63.91287,23.245898,1
100603613U,15,272,Poroluoto,718,68320,63.951299,23.188612,2
100603614V,15,272,Poroluoto,450,68320,63.936992,23.210495,1
100603615W,15,272,Hakalehdontie,13,68320,63.913013,23.358345,1
100603616X,15,272,Ruotsalon kylätie,14,68320,63.901938,23.344625,1
100603617Y,15,272,Ruotsalon kylätie,14,68320,63.901791,23.344828,2
1006036180,15,272,Junnilantanhua,2,68320,63.902098,23.339913,1
1006036191,15,272,Pirskerintie,340,68320,63.92221,23.318058,2
1006036202,15,272,Markkikedontie,9,68320,63.902676,23.341469,2
1006036213,15,272,Markkikedontie,9,68320,63.902809,23.341391,1
1006036224,15,272,Markkikedontie,7,68320,63.902599,23.341969,1
1006036235,15,272,Markkikedontie,7,68320,63.902608,23.341601,2
1006036246,15,272,Markkikedontie,2,68320,63.902501,23.340595,1
1006036257,15,272,,,68320,63.902727,23.339933,2
1006036268,15,272,Junnilantanhua,30,68320,63.904223,23.336555,1
1006036279,15,272,Junnilantanhua,30,68320,63.904037,23.336641,2
100603628A,15,272,Junnilantanhua,30,68320,63.90444,23.336608,2
100603629B,15,272,Pirskerintie,333,68320,63.930544,23.327071,1
100603630C,15,272,,,0,63.877397,23.365204,1
100603631D,15,272,,,0,63.877414,23.365161,1
100603632E,15,272,Pirskerintie,338,68320,63.922362,23.318732,2
100603637L,15,272,Pirskerintie,338,68320,63.922293,23.319231,2
100603638M,15,272,Hakalehdontie,2,68320,63.912711,23.360975,1
100603639N,15,272,Hakalehdontie,2,68320,63.912719,23.360954,1
100603640P,15,272,Hakalehdontie,13,68300,63.913059,23.358033,2
100603641R,15,272,Ruotsalontie,325,68320,63.901938,23.339301,1
100612962D,15,272,Hakalehdontie,19,68320,63.912646,23.357698,1
100612963E,15,272,Hakalehdontie,19,68320,63.912472,23.357905,2
100612964F,15,272,Karhulahdentie,80,68320,63.872694,23.324547,1
100612965H,15,272,Karhulahdentie,118,68320,63.873484,23.320979,1
100612966J,15,272,Karhulahdentie,110,68320,63.874067,23.32343,1
100612967K,15,272,Pohjoismäentie,2,68320,63.87448,23.32411,1
100612968L,15,272,Rytikarintie,44,68320,63.913781,23.36102,1
100612969M,15,272,Rytikarintie,44,68320,63.913774,23.360409,2
100612970N,15,272,Pikku Konginkari,37,68320,63.91589,23.27268,2
100612971P,15,272,Pikku Konginkari,37,68320,63.916114,23.272303,1
100612972R,15,272,Pikku Konginkari,37,68320,63.916075,23.271839,2
100612973S,15,272,Pikku Konginkari,25,68320,63.9155,23.272181,2
100612974T,15,272,Pikku Konginkari,25,68320,63.915455,23.272187,1
100612975U,15,272,Pikku Konginkari,25,68320,63.915412,23.273294,2
100612976V,15,272,Pikku Konginkari,25,68300,63.915492,23.271855,2
100612977W,15,272,Pikku Konginkari,35,68320,63.916208,23.27176,1
100612978X,15,272,Jatkojoki,,67100,63.915378,23.266074,1
100612979Y,15,272,Konginkarintie,339,68320,63.915245,23.266479,1
1006129800,15,272,Konginkarintie,339,68320,63.915338,23.26659,2
1006129811,15,272,Konginkarintie,339,68320,63.915202,23.266893,2
1006129822,15,272,Konginkarintie,343,68320,63.915397,23.265765,1
1006129833,15,272,Konginkarintie,343,68320,63.915436,23.265189,2
1006129844,15,272,Länsinenä,66,68320,63.937705,23.281993,1
1006129855,15,272,Kermapauha,20,68320,63.939354,23.276933,2
1006129866,15,272,Kermapauha,20,68320,63.939594,23.276492,1
1006129877,15,272,Kermapauha,20,68320,63.939678,23.276257,2
1006129888,15,272,Kolmenkivenpauha,3,68320,63.932897,23.278138,1
1006129899,15,272,Kolmenkivenpauha,3,68320,63.93268,23.278085,2
100612990A,15,272,Lehtikarit,144,68320,63.927086,23.28383,2
100612991B,15,272,Lehtikarit,144,68320,63.927077,23.284199,1
100612992C,15,272,Lehtikarit,30,68320,63.927227,23.286547,1
100612993D,15,272,Lehtikarit,44,68320,63.926265,23.287226,1
100612994E,15,272,Lehtikarit,44,68320,63.926521,23.287376,2
100612995F,15,272,Lehtikarit,104,68320,63.925209,23.287733,1
100612996H,15,272,Lehtikarit,104,68320,63.925006,23.287883,2
100612997J,15,272,Lehtikarit,104,68320,63.924807,23.287133,2
100612998K,15,272,Siikapauha,54,68320,63.92389,23.258162,1
100612999L,15,272,Siikapauha,54,68320,63.924195,23.258489,2
100613000M,15,272,Siikapauha,40,68320,63.923824,23.259416,1
100613001N,15,272,Siikapauha,40,68320,63.923518,23.259396,2
100613002P,15,272,Siikapauha,40,68320,63.923336,23.259665,2
100613003R,15,272,Pitkäkari,12,68320,63.921352,23.265319,1
100613004S,15,272,Pitkäkari,12,68320,63.921424,23.265657,2
100613005T,15,272,Pitkäkari,12,68320,63.921636,23.265526,2
100613006U,15,272,Pitkäkari,18,68320,63.921113,23.265086,1
100613007V,15,272,Pitkäkari,30,68320,63.920545,23.263957,1
100613008W,15,272,Pitkäkari,34,68320,63.920266,23.263953,1
100613009X,15,272,Pitkäkari,34,68320,63.920077,23.264305,2
100613010Y,15,272,Pitkäkari,60,68320,63.920046,23.262737,1
1006130110,15,272,Pitkäkari,60,68320,63.920175,23.262169,2
1006130121,15,272,Pitkäkari,68,68320,63.919629,23.262262,1
1006130132,15,272,Pitkäkari,68,68320,63.919439,23.262573,2
1006130143,15,272,Pitkäkari,68,68320,63.919587,23.262737,2
1006130154,15,272,Pitkäkari,78,68320,63.919298,23.26198,1
1006130165,15,272,Pitkäkari,78,68320,63.919101,23.262333,2
1006130176,15,272,Pitkäkari,78,68320,63.919248,23.262109,2
1006130187,15,272,Pitkäkari,152,68320,63.91978,23.26114,1
1006130198,15,272,Pitkäkari,152,68320,63.919982,23.26095,2
1006130209,15,272,Pitkäkari,146,68320,63.919426,23.260656,1
100613021A,15,272,Pitkäkari,146,68320,63.919652,23.260361,2
100613022B,15,272,Pitkäkari,86,68320,63.9191,23.260904,1
100613023C,15,272,Pitkäkari,86,68320,63.919026,23.261159,2
100613024D,15,272,Herraholmantie,20,68320,63.913823,23.256668,1
100613025E,15,272,Herraholmantie,20,68320,63.91351,23.25671,2
100613026F,15,272,Herraholmantie,22,68320,63.913948,23.257305,1
100613027H,15,272,Herraholmantie,22,68300,63.913931,23.257021,2
100613028J,15,272,Herraholmantie,24,68320,63.913734,23.258068,1
100613029K,15,272,Herraholmantie,24,68320,63.913812,23.25867,2
100613030L,15,272,Huhtakari,59,68320,63.914143,23.261728,1
100613031M,15,272,Huhtakari,59,68320,63.914232,23.261002,2
100613032N,15,272,Proomukari,6,68320,63.915296,23.277167,1
100613033P,15,272,Proomukari,6,68320,63.915367,23.277158,1
100613034R,15,272,Proomukari,16,68320,63.914898,23.277077,2
100613035S,15,272,Proomukari,16,68320,63.915126,23.27719,1
100613036T,15,272,Proomukari,77,68320,63.914847,23.275778,1
100613037U,15,272,Proomukari,77,68320,63.915071,23.275748,2
100613038V,15,272,Proomukari,20,68320,63.914613,23.276462,2
100613039W,15,272,Proomukari,20,68320,63.91488,23.276365,1
100613040X,15,272,Tiirokari,57,68320,63.914029,23.276131,1
100613041Y,15,272,Tiirokari,57,68320,63.914163,23.276113,2
1006130420,15,272,Tiirokari,51,68320,63.913632,23.276082,1
1006130431,15,272,Tiirokari,51,68320,63.913553,23.275786,2
1006130464,15,272,Tiirokari,36,68320,63.913516,23.277138,1
1006130475,15,272,Tiirokari,36,68320,63.913436,23.276843,2
1006130486,15,272,Kermanenä,16,68320,63.939592,23.282355,1
1006130497,15,272,Kermanenä,16,68320,63.939407,23.282155,2
1006130508,15,272,Kermanenä,16,68320,63.93941,23.282972,2
100613054C,15,272,Kermanenä,8,68320,63.938693,23.282699,1
100613055D,15,272,Kermanenä,8,68320,63.938689,23.282189,2
100613056E,15,272,Kermanenä,6,68320,63.93847,23.282075,1
100613057F,15,272,Kermanenä,6,68320,63.938555,23.28188,2
100613058H,15,272,Kermanenä,2,68320,63.938346,23.282827,1
100613059J,15,272,Kermanenä,2,68320,63.938195,23.282193,2
100613060K,15,272,Kermanenä,2,68320,63.938286,23.28261,1
100613061L,15,272,Kermanenä,2,68320,63.938329,23.28287,1
100613062M,15,272,Länsipakantie,3,68320,63.937642,23.2848,1
100613063N,15,272,Länsipakantie,11,68320,63.937338,23.285922,1
100613064P,15,272,Länsipakantie,11,68320,63.937139,23.285173,2
100613065R,15,272,Länsipakantie,17,68320,63.93701,23.286803,1
100613066S,15,272,Länsipakantie,19,68320,63.9366,23.286919,2
100613067T,15,272,Länsipakantie,19,68320,63.936803,23.287117,1
100613068U,15,272,Länsipakantie,23,68320,63.936535,23.287561,1
100613069V,15,272,Länsipakantie,23,68320,63.936382,23.28754,1
100613070W,15,272,Someropakka,27,68320,63.936063,23.287725,1
100613071X,15,272,Länsipakantie,31,68320,63.935847,23.288407,1
100613072Y,15,272,Länsipakantie,31,68320,63.935675,23.288328,2
1006130730,15,272,Länsipakantie,35,68320,63.935739,23.289096,1
1006130741,15,272,Länsipakantie,37,68320,63.935623,23.289826,1
1006130752,15,272,Someropakka,41,68320,63.935507,23.290189,1
1006130763,15,272,Länsipakantie,41,68320,63.935675,23.290452,2
1006130774,15,272,Someropakka,41,68320,63.935322,23.290009,2
1006130785,15,272,Länsipakantie,45,68320,63.9352,23.290515,1
1006130796,15,272,Länsipakantie,45,68320,63.935505,23.290822,2
1006130807,15,272,Länsinenä,64,68320,63.938022,23.282441,1
1006130818,15,272,Pitkäkari,96,68320,63.918904,23.259236,1
1006130829,15,272,Pitkäkari,96,68320,63.919024,23.259363,2
100613083A,15,272,Pitkäkari,96,68320,63.918741,23.259543,2
100613084B,15,272,,,68320,63.928097,23.244328,2
100613085C,15,272,,,68320,63.928092,23.244839,1
100613086D,15,272,,,68320,63.928321,23.244318,2
100613087E,15,272,,,68320,63.920925,23.263376,2
100613088F,15,272,Siikapauha,64,68320,63.924113,23.257397,1
100613089H,15,272,Siikapauha,64,68320,63.924195,23.257101,2
100613090J,15,272,Kalliokari,28,68320,63.924432,23.283365,1
100613091K,15,272,Kalliokari,28,68320,63.924347,23.28356,2
100613092L,15,272,Länsinenänpauha,26,68320,63.935229,23.278686,1
100613093M,15,272,Länsinenänpauha,26,68320,63.934956,23.278171,2
100613094N,15,272,Länsinenänpauha,20,68320,63.935194,23.2801,1
100613095P,15,272,Lehtikarit,34,68320,63.92697,23.287031,1
100613096R,15,272,Pekanpauha,8,68320,63.93294,23.288568,2
100613097S,15,272,Pekanpauha,8,68320,63.933041,23.289004,1
100613098T,15,272,Pekanpauha,8,68320,63.932952,23.288668,2
100613099U,15,272,Pekanpauha,8,68320,63.933071,23.289449,2
100613100V,15,272,Länsipakantie,13,68320,63.936915,23.285897,2
100613101W,15,272,Länsipakantie,13,68320,63.937367,23.286695,2
100613102X,15,272,Länsipakantie,13,68320,63.937141,23.286296,1
100613103Y,15,272,Lehtikarit,135,68320,63.92577,23.286148,1
1006131040,15,272,Lehtikarit,135,68320,63.925824,23.285774,2
1006131051,15,272,,,68320,63.925574,23.286909,2
1006131062,15,272,Lehtikarit,110,68320,63.925346,23.287103,1
1006131073,15,272,Lehtikarit,110,68320,63.925383,23.286445,2
1006131084,15,272,Lehtikarit,155,68320,63.927512,23.283651,1
1006131095,15,272,Lehtikarit,155,68320,63.927673,23.284304,2
1006131106,15,272,Lehtikarit,155,68320,63.927353,23.284101,2
1006131117,15,272,Lehtikarit,9,68320,63.927313,23.285005,1
1006131128,15,272,Selkäkari,26,68320,63.92871,23.287944,1
1006131139,15,272,Selkäkari,26,68320,63.928756,23.288346,2
100613114A,15,272,Länsipakantie,7,68320,63.937438,23.285276,1
100613115B,15,272,Pitkäkari,156,68320,63.920022,23.261822,1
100613116C,15,272,Pitkäkari,156,68320,63.919942,23.261506,2
100613117D,15,272,Pitkäkari,156,68320,63.920047,23.26139,2
100613118E,15,272,Niemenkuja,12,68320,63.893581,23.34708,2
100613119F,15,272,Niemenkuja,12,68320,63.893399,23.346614,1
100613120H,15,272,Niemenkuja,9,68320,63.893361,23.348699,1
100613121J,15,272,Niemenkuja,9,68320,63.893202,23.348434,2
100621864K,15,272,Salmenkorvantie,63,68320,63.942394,23.30513,1
100621865L,15,272,Salmenkorvantie,67,68320,63.942303,23.304733,2
100621866M,15,272,Salmenkorvantie,67,68320,63.942435,23.305676,1
100621867N,15,272,Salmenkorvantie,67,68320,63.942255,23.305659,2
100621868P,15,272,Salmenkorvantie,77,68320,63.942669,23.307463,1
100621869R,15,272,Salmenkorvantie,88,68320,63.943988,23.309128,2
100621870S,15,272,Salmenkorvantie,79,68320,63.942591,23.308597,2
100621871T,15,272,Salmenkorvantie,79,68320,63.942574,23.308293,1
100621872U,15,272,,,68320,63.941236,23.30659,1
100621873V,15,272,,,68320,63.941167,23.305639,2
100621874W,15,272,,,68320,63.941184,23.305596,1
100621875X,15,272,Salmenkorvantie,51,68320,63.941938,23.303433,2
100621876Y,15,272,Salmenkorvantie,51,68320,63.941902,23.303805,2
1006218781,15,272,Salmenkorvantie,51,68320,63.941676,23.303753,2
1006218792,15,272,Salmenkorvantie,57,68320,63.942249,23.304025,1
1006218814,15,272,Salmenkorvantie,47,68320,63.941489,23.303124,1
1006218825,15,272,Salmenkorvantie,41,68320,63.940647,23.307423,1
1006218836,15,272,,,0,63.893651,23.380963,1
1006218858,15,272,Veikkolantie,18,68320,63.939695,23.303565,2
1006218869,15,272,Veikkolantie,18,68320,63.939432,23.303825,2
100621887A,15,272,Veikkolantie,18,68320,63.939367,23.304099,1
100621888B,15,272,Veikkolantie,18,68320,63.939288,23.303823,2
100621889C,15,272,Veikkolantie,21,68320,63.938849,23.303166,2
100621890D,15,272,Salmenkorvantie,35,68320,63.940478,23.304667,2
100621891E,15,272,Salmenkorvantie,35,68320,63.940364,23.304437,1
100621892F,15,272,Salmenkorvantie,35,68320,63.940224,23.304599,2
100621893H,15,272,Salmenkorvantie,37,68320,63.940442,23.305387,1
100621894J,15,272,Salmenkorvantie,39,68320,63.940649,23.306095,1
100621895K,15,272,Salmenkorvantie,33,68300,63.940042,23.303458,2
100621896L,15,272,Ruotsalon Kirkkotie,402,68320,63.890536,23.366011,1
100621897M,15,272,Ruotsalon Kirkkotie,402,68320,63.890611,23.366491,2
100621898N,15,272,Someronnokka,32,68320,63.936369,23.316912,2
100621899P,15,272,Someronnokka,31,68300,63.935978,23.318863,2
100621900R,15,272,Konginkarintie,160,68320,63.903367,23.285727,1
100621901S,15,272,Viirteenkaara,1,68300,63.788432,23.855576,2
100621902T,15,272,Vaarainkari,70,68320,63.918399,23.287778,1
100621903U,15,272,Vaarainkari,64,68320,63.917877,23.288112,2
100621904V,15,272,Vaarainkari,64,68320,63.918025,23.287909,1
100621906X,15,272,Höökintie,1,68320,63.9036,23.352079,1
100621907Y,15,272,Hepoperä,70,68320,63.914587,23.29716,1
1006219080,15,272,Hepoperä,70,68320,63.914735,23.296283,2
1006219091,15,272,Hepoperä,51,68320,63.914007,23.300155,1
1006219102,15,272,Hepoperä,51,68320,63.914379,23.299922,2
1006219113,15,272,Morsiuskarintie,149,68300,63.916446,23.310161,1
1006219124,15,272,Morsiuskarintie,189,68320,63.918114,23.304042,1
1006219135,15,272,Morsiuskarintie,189,68320,63.918054,23.303805,2
1006219146,15,272,Morsiuskarintie,187,68320,63.91805,23.304704,1
1006219157,15,272,Morsiuskarintie,187,68320,63.918187,23.304768,2
1006219168,15,272,Lankoorintie,,68300,63.914603,23.371199,2
1006219179,15,272,Morsiuskarintie,147,68300,63.916936,23.310341,1
100621918A,15,272,Morsiuskarintie,147,68320,63.916805,23.310461,2
100621919B,15,272,Morsiuskarintie,147,68320,63.916763,23.310242,2
100621920C,15,272,Ruotsalontie,528,68320,63.895501,23.310161,1
100621921D,15,272,Ruotsalontie,528,68320,63.895768,23.310064,2
100621922E,15,272,,,68320,63.862606,23.352694,1
100621924H,15,272,Lahokivenranta,29,68320,63.917833,23.319449,2
100621925J,15,272,Lahokivenranta,29,68320,63.918328,23.318772,2
100621926K,15,272,Lahokivenranta,29,68320,63.91826,23.318923,2
100621927L,15,272,Ruotsalon kylätie,55,68320,63.902383,23.352972,1
100621928M,15,272,Ruotsalon kylätie,55,68320,63.902683,23.353117,2
100621929N,15,272,Junnilantanhua,68,68320,63.907269,23.334076,1
100621930P,15,272,Ruotsalon Kirkkotie,438,68320,63.892077,23.36263,1
100621931R,15,272,Ruotsalon Kirkkotie,440,68320,63.891892,23.361696,2
100621932S,15,272,Ruotsalon Kirkkotie,440,68320,63.891737,23.361961,1
100621933T,15,272,Ruotsalon Kirkkotie,459,68320,63.894522,23.354829,1
100621934U,15,272,Harjuntanhua,136,68320,63.906149,23.36301,1
100621935V,15,272,Harjuntanhua,140,68320,63.906428,23.361607,1
100621936W,15,272,,,68320,63.906362,23.362207,2
100621937X,15,272,Ruotsalontie,224,68320,63.906986,23.357739,1
100621938Y,15,272,Ruotsalontie,224,68320,63.906789,23.358112,1
1006219390,15,272,Ruotsalontie,224,68320,63.907162,23.357921,1
1006219401,15,272,Ronkopakka,14,68320,63.920961,23.271414,1
1006219412,15,272,Putkirouniontie,125,68320,63.923492,23.381358,1
1006219423,15,272,Pynnönen,46,68320,63.914691,23.236755,2
1006219434,15,272,Palolanraitti,20,68320,63.899489,23.336235,1
1006219445,15,272,Palolanraitti,20,68320,63.899543,23.335901,2
